season,week,team,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance
2025,2,LV,REG,LAC,24,43,180,0,3,3,-30,0,0,291,145,8,-23.067928140179568,-15.258365453675736,0,19,68,0,0,0,5,-2.4044838724657893,0,24,43,180,0,0,0,291,145,8,-15.400144845151868,0,0,34,4,24,8,20,0,2.0,6.0,3,0,0,6,0,0,0,0,1,1,1,1,0,5,47,5,1,15,4,91,3,3,0,0,54.0,1.0,0,0,1,1,1,0,0,0,0,0,0,0,54;40;37,,,131,0,0,0,0,0,0,,0,0,0,0,0
2025,2,MIA,REG,NE,26,32,315,2,1,5,-18,0,0,251,145,15,9.932129502697004,13.74564841389656,0,15,61,0,0,0,1,-1.0982281458564103,0,26,32,315,2,0,0,251,145,15,16.373107363199644,0,1,32,2,32,4,25,0,3.0,19.0,3,0,0,2,0,0,0,0,0,0,0,0,0,10,65,5,2,93,6,128,2,2,0,0,44.0,1.0,0,0,0,2,0,0,0,0,0,0,0,0,40;44,,,84,0,0,3,3,0,0,1.0,0,0,0,0,0
2025,2,MIN,REG,ATL,11,21,158,0,2,6,-38,1,1,252,42,7,-17.96655729044881,-11.110292020298186,0,19,78,0,1,0,4,-2.743778312113136,0,11,21,158,0,0,0,252,42,7,-4.969427824990765,0,0,38,2,32,6,31,1,3.0,27.0,5,0,0,1,0,1,0,0,2,2,1,1,0,8,50,5,3,6,6,135,2,2,0,0,51.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,33;51,,,84,0,0,0,0,0,0,,0,0,0,0,0
2025,2,NE,REG,MIA,19,23,230,2,0,3,-19,0,0,134,129,9,14.990500148140681,13.996700229852095,0,29,122,1,0,0,9,3.2374252289738505,1,19,23,230,2,0,0,134,129,9,19.50070774309509,0,1,39,3,19,6,22,0,5.0,18.0,5,1,20,2,0,0,0,0,1,2,0,0,0,12,75,4,1,8,6,171,2,2,0,0,53.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,22;53,,,75,0,0,1,3,2,0,0.3333333333333333,0,0,0,0,0
2025,2,NO,REG,SF,25,34,207,3,0,3,-21,1,0,250,90,12,-2.823341653949246,3.784003240220687,0,30,121,0,0,0,6,2.2594495065277442,0,25,34,207,3,1,1,250,90,12,-0.5306845766949841,0,0,39,3,19,7,24,1,3.0,12.0,6,0,0,6,0,0,0,0,1,1,1,1,0,7,45,4,2,23,3,82,0,1,1,0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,,40,,0,40,0,3,3,0,0,1.0,0,0,0,0,0
2025,2,NYG,REG,DAL,30,41,450,3,1,3,-28,1,0,522,137,15,17.073441614049575,13.416483923792839,0,21,84,1,0,0,7,-2.6640637270756997,0,30,40,450,3,0,0,522,137,15,23.39230740594407,0,0,63,0,24,8,24,0,3.0,18.0,7,1,0,9,0,0,0,0,0,0,0,0,0,14,160,6,3,38,6,161,3,3,0,0,38.0,1.0,0,0,3,0,0,0,0,0,0,0,0,0,38;33;33,,,104,0,0,4,4,0,0,1.0,0,0,0,0,0
2025,2,NYJ,REG,BUF,10,22,83,1,0,4,-29,1,0,172,23,5,-4.127607465197798,-17.092500981830415,0,21,100,0,1,1,5,-9.752684976267638,0,10,21,83,1,1,0,172,23,5,2.4911720299278386,0,0,36,4,40,4,9,1,1.0,1.0,2,0,0,6,0,0,0,0,2,2,0,0,0,5,35,4,1,11,7,174,1,1,0,0,51.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,51,,,51,0,0,1,1,0,0,1.0,0,0,0,0,0
2025,2,PHI,REG,KC,15,22,101,0,0,2,-7,1,0,167,54,4,-4.85998605615568,4.396389211927142,0,34,122,2,0,0,9,2.4358081016107462,0,15,21,101,0,0,0,167,54,4,-2.1610662251372514,0,0,35,3,23,4,7,1,2.0,14.0,10,1,41,4,0,0,0,0,1,1,0,0,0,6,48,5,1,14,3,69,2,2,0,0,58.0,1.0,0,0,0,0,2,0,0,0,0,0,0,0,58;51,,,109,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,2,PIT,REG,SEA,20,35,215,1,2,3,-20,0,0,186,147,6,-7.798906615701059,-4.566772041782256,1,21,72,0,0,0,6,-4.128408530410377,0,20,31,215,1,0,0,186,147,6,-1.7183725719792042,1,0,44,3,25,6,28,0,2.0,17.0,8,2,43,6,0,0,0,0,0,0,0,0,0,2,15,3,0,0,4,78,3,3,0,0,48.0,1.0,0,0,0,3,0,0,0,0,0,0,0,0,48;48;45,,,141,0,0,0,0,0,0,,0,0,0,0,0
2025,2,SEA,REG,PIT,22,33,295,2,2,2,-17,0,0,265,130,13,2.854062096416647,7.034775614738464,0,29,117,1,0,0,8,1.8983401061268523,0,22,30,295,2,0,0,265,130,13,8.618643854494687,0,1,35,5,23,2,14,0,3.0,20.0,8,2,28,5,0,0,0,0,0,0,0,0,0,2,10,3,2,30,5,133,1,2,1,0,54.0,0.5,0,0,0,0,1,0,0,0,1,0,0,0,54,36,,54,36,0,4,4,0,0,1.0,0,0,0,0,0
2025,2,SF,REG,NO,26,39,279,3,0,3,-12,1,1,254,135,15,2.688142357473266,-3.6296302550717403,0,26,77,0,1,0,6,-3.4588275047717616,0,26,38,279,3,0,0,254,135,15,11.621242587475576,0,0,43,3,31,7,35,2,3.0,21.0,5,0,0,3,0,0,0,0,1,1,1,1,0,5,40,4,1,1,2,47,2,2,0,0,46.0,1.0,0,0,0,2,0,0,0,0,0,0,0,0,44;46,,,90,0,0,2,3,1,0,0.6666666666666666,0,0,0,0,0
2025,2,TB,REG,HOU,25,38,215,2,0,4,-24,1,0,304,129,12,-0.643385174034916,1.9042374359236822,0,30,169,1,0,0,9,10.471795816905797,0,25,36,215,2,0,0,304,129,12,8.390001583227601,0,0,34,2,10,5,22,0,3.0,25.0,6,0,0,2,0,0,0,0,1,1,0,0,0,7,45,4,1,6,3,68,0,1,1,0,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,,38,,0,38,0,2,2,0,0,1.0,0,0,0,0,0
2025,2,TEN,REG,LA,19,33,175,1,0,5,-32,1,1,215,80,10,-6.7339741762074565,-4.793273537389694,0,26,109,0,0,0,7,-1.183518824098611,0,19,31,175,1,0,0,215,80,10,5.513757542143677,0,0,34,2,26,2,9,0,1.0,8.0,6,1,0,4,0,0,0,0,0,0,0,0,0,10,62,6,2,37,5,83,4,4,0,0,57.0,1.0,0,0,2,0,2,0,0,0,0,0,0,0,55;37;57;35,,,184,0,0,1,1,0,0,1.0,0,0,0,0,0
2025,2,WAS,REG,GB,24,42,200,2,0,4,-21,0,0,279,107,10,-9.158630191520102,-7.198357805609703,1,19,51,0,0,0,3,-2.615707643679343,0,24,40,200,2,0,0,279,107,10,-0.9754482155585324,1,0,35,0,30,2,14,0,2.0,23.0,4,0,0,3,0,0,0,0,0,0,0,0,0,5,30,3,3,50,3,103,1,3,2,0,51.0,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,2,0,51,58;52,,51,110,0,1,1,0,0,1.0,0,0,0,0,0
2025,3,ARI,REG,SF,22,35,159,1,0,1,-5,0,0,177,92,8,-0.6186131590061501,-2.625567948116976,0,28,106,0,1,0,7,-0.08796402605366893,0,22,34,159,1,0,0,177,92,8,2.002655035599213,0,0,38,1,27,3,9,0,1.0,2.0,8,1,18,4,0,0,1,0,1,1,0,0,0,5,30,2,1,8,4,115,2,3,1,0,34.0,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,1,0,34;28,57,,62,57,0,1,1,0,0,1.0,0,0,0,0,0
2025,3,ATL,REG,CAR,23,43,201,0,2,0,0,0,0,306,111,11,-21.848133884173095,-11.81698913981275,0,23,131,0,1,1,6,-0.5324786291457713,0,23,41,201,0,0,0,306,111,11,-20.450830615859687,0,0,34,2,24,4,10,0,1.0,7.0,3,0,0,2,0,0,0,0,0,0,1,1,0,3,23,4,2,0,5,58,0,2,2,0,,0.0,0,0,0,0,0,0,0,0,0,1,1,0,,49;55,,0,104,0,0,0,0,0,,0,0,0,0,0
2025,3,BAL,REG,DET,21,28,288,3,0,7,-55,1,0,284,101,14,10.563762240672784,11.691135913133621,0,19,85,1,1,1,4,-6.811250479891896,0,21,28,288,3,0,0,284,101,14,21.64968670082465,0,0,39,1,37,4,16,0,0.0,0.0,6,0,0,1,0,0,0,0,1,1,0,0,0,3,10,4,3,31,4,105,1,1,0,0,41.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,41,,,41,0,0,3,3,0,0,1.0,0,0,0,0,0
2025,3,BUF,REG,MIA,22,28,213,3,0,2,-10,0,0,111,160,12,10.64952215948613,7.680893937746684,0,27,157,1,1,0,9,5.155296267549694,0,22,27,213,3,0,0,111,160,12,12.436678983271122,0,0,40,0,20,5,15,0,0.0,0.0,1,1,24,3,0,1,0,0,2,3,0,0,0,3,35,5,2,15,3,95,1,2,1,0,48.0,0.5,0,0,0,1,0,0,0,0,1,0,0,0,48,39,,48,39,0,4,4,0,0,1.0,0,0,0,0,0
2025,3,CAR,REG,ATL,16,24,121,0,0,1,-7,0,0,133,76,7,-2.4837949486153077,-1.299610361456871,0,30,110,2,0,0,8,2.0001413919962943,0,16,24,121,0,0,0,133,76,7,-0.30790516077214525,0,0,41,2,22,2,7,1,0.0,0.0,2,2,65,3,1,1,0,0,0,0,1,1,0,6,55,1,1,0,1,21,3,3,0,0,57.0,1.0,0,0,1,1,1,0,0,0,0,0,0,0,57;35;41,,,133,0,0,3,3,0,0,1.0,0,0,0,0,0
2025,3,CHI,REG,DAL,19,28,298,4,0,0,0,0,0,250,156,11,17.979574728623284,3.6546007863112857,0,29,87,0,0,0,7,-1.3850439606467262,0,19,28,298,4,0,0,250,156,11,17.979574728623284,0,0,43,5,29,2,17,1,2.0,17.0,7,3,0,6,0,0,0,0,0,0,1,1,0,6,41,0,2,31,2,41,1,1,0,0,30.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,30,,,30,0,0,4,4,0,0,1.0,0,0,0,0,0
2025,3,CIN,REG,MIN,19,27,140,1,2,4,-22,0,0,129,84,6,-19.309545476528342,0.3612574476462144,0,21,53,0,2,1,3,-7.13378103642026,0,19,26,140,1,3,2,129,84,6,-25.62604194712219,0,0,40,1,31,3,10,1,3.0,19.0,5,0,0,1,0,0,0,0,2,2,0,0,0,4,45,4,1,9,7,149,1,1,0,0,45.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,45,,,45,0,0,1,1,0,0,1.0,0,0,0,0,0
2025,3,CLE,REG,GB,21,36,142,0,1,2,-17,0,0,254,68,7,-8.7097985782642,-3.435839441689578,0,19,96,1,0,0,5,0.6838430766802048,0,21,33,142,0,0,0,254,68,7,-3.458036292444406,0,0,35,6,36,6,26,1,5.0,34.0,7,1,25,2,0,0,0,0,0,0,0,0,0,8,90,5,2,15,2,55,2,2,0,0,55.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,35;55,,,90,0,0,1,1,0,0,1.0,1,1,0,0,55
2025,3,DAL,REG,CHI,34,45,292,1,3,2,-17,0,0,268,117,14,-2.622585613511912,10.181947526606647,1,20,121,0,1,1,6,-0.0649206715170294,0,34,44,292,1,0,0,268,117,14,1.7629842793117843,1,0,36,1,23,4,20,0,0.0,0.0,1,0,0,3,0,0,0,0,0,0,0,0,0,4,25,6,2,28,4,93,2,2,0,0,53.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,53;33,,,86,0,0,0,0,0,0,,0,0,0,0,0
2025,3,DEN,REG,LAC,14,25,153,1,0,2,-6,0,0,269,84,5,-1.5255322747893847,-8.01634334999582,0,21,118,1,0,0,3,-0.6456146537093446,0,14,23,153,1,0,0,269,84,5,1.4886424657393031,0,0,45,1,43,7,37,2,5.0,30.0,14,1,0,7,0,0,0,0,0,0,1,1,0,10,90,5,2,56,5,141,2,2,0,0,42.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,42;26,,,68,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,3,DET,REG,BAL,20,28,202,1,0,0,0,0,0,211,69,11,14.249866356456977,12.977435611761534,0,38,224,4,1,0,13,9.481793925893726,0,20,26,202,1,0,0,211,69,11,14.760139884858717,0,0,41,0,14,6,40,2,7.0,55.0,7,0,0,2,0,0,0,0,1,2,1,1,0,8,68,5,1,0,4,110,1,2,1,0,45.0,0.5,0,0,0,1,0,0,0,0,0,0,0,1,45,67,,45,67,0,5,5,0,0,1.0,0,0,0,0,0
2025,3,GB,REG,CLE,18,25,183,1,1,5,-34,0,0,48,137,8,-0.9422872209794448,-2.6773711442947388,0,31,81,0,1,0,4,-3.799871798521092,0,18,25,183,1,0,0,48,137,8,8.132670763578396,0,0,30,4,28,5,24,0,2.0,17.0,10,1,0,3,0,0,0,0,1,1,0,0,0,14,75,6,2,8,3,78,1,2,0,1,39.0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,39,,43,39,0,43,1,1,0,0,1.0,0,0,0,0,0
2025,3,HOU,REG,JAX,25,38,204,1,2,2,-20,0,0,288,91,8,-4.190346033706602,1.464213016960356,0,19,87,0,0,0,3,-3.3823644383228384,0,25,36,204,1,1,1,288,91,8,-4.070450557440791,0,0,40,0,20,3,16,0,2.0,17.0,5,1,0,7,0,0,0,0,0,0,0,0,0,7,66,3,2,11,2,53,1,2,1,0,27.0,0.5,0,1,0,0,0,0,0,0,0,0,1,0,27,52,,27,52,0,1,1,0,0,1.0,0,0,0,0,0
2025,3,IND,REG,TEN,18,25,228,1,0,0,0,0,0,175,120,10,10.818640147236174,1.6586910486221313,0,28,137,3,0,0,9,4.743311626029598,0,18,25,228,1,0,0,175,120,10,10.818640147236174,0,0,43,3,19,8,32,0,4.0,23.0,7,1,32,4,1,0,0,0,0,0,0,0,0,4,23,4,0,0,3,104,2,3,1,0,36.0,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,1,0,24;36,51,,60,51,0,5,5,0,0,1.0,0,0,0,0,0
2025,3,JAX,REG,HOU,20,40,222,0,1,2,-17,0,0,315,119,10,-9.546405788773784,-17.02903438555567,0,24,86,2,0,0,5,-1.065763392224918,0,20,38,222,0,0,0,315,119,10,-5.787896726252159,0,0,38,1,21,4,16,1,2.0,20.0,6,2,6,6,0,0,0,0,0,0,1,1,0,9,70,4,2,17,2,48,1,2,1,0,39.0,0.5,0,0,1,0,0,0,0,0,0,1,0,0,39,47,,39,47,0,2,2,0,0,1.0,0,0,0,0,0
2025,3,KC,REG,NYG,22,37,224,1,0,2,-23,2,0,319,112,13,8.23080711069923,-1.4937388896942139,0,28,105,1,0,0,6,0.2622928078926634,0,22,35,224,1,0,0,319,112,13,10.824478066348654,0,0,34,3,35,6,14,0,2.0,9.0,9,2,23,6,0,0,0,0,2,2,0,0,0,8,85,3,1,4,3,63,3,4,1,0,54.0,0.75,0,1,0,1,1,0,0,0,0,1,0,0,54;48;28,40,,130,40,0,1,2,1,0,0.5,0,0,0,0,0
2025,3,LA,REG,PHI,19,34,196,2,1,1,0,0,0,168,57,10,-2.479092506006727,-4.678381327539682,0,31,160,0,0,0,12,0.2149729178819637,0,19,33,196,2,0,0,168,57,10,-0.5838201167195975,0,0,36,2,28,7,38,1,4.0,24.0,4,0,0,6,0,0,0,0,0,0,1,1,0,4,41,3,4,53,5,115,4,6,0,2,51.0,0.6666666666666666,0,1,1,1,1,0,0,0,0,0,0,0,51;28;33;46,,36;44,158,0,80,2,2,0,0,1.0,0,0,0,0,0
2025,3,LAC,REG,DEN,28,47,300,1,1,5,-30,0,0,429,135,17,-2.3949824955743924,-4.159013960096571,0,28,106,1,0,0,6,-0.69660783782447,0,28,45,300,1,1,0,429,135,17,8.665200358609557,0,0,33,1,17,5,17,0,2.0,6.0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,25,2,3,50,5,127,3,3,0,0,43.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,32;24;43,,,99,0,0,2,2,0,0,1.0,1,1,0,0,43
2025,3,LV,REG,WAS,19,29,289,3,0,5,-28,0,0,305,90,12,12.24070766654052,11.681264307763842,1,28,93,0,0,0,5,-9.361083445328287,0,19,27,289,3,0,0,305,90,12,20.104231717690826,1,0,37,4,24,6,15,1,1.0,8.0,3,0,0,2,0,0,0,0,0,0,1,1,0,6,54,5,2,10,5,110,1,1,0,0,37.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,37,,,37,0,0,1,1,0,0,1.0,0,0,0,0,0
2025,3,MIA,REG,BUF,22,34,146,2,1,0,0,0,0,204,117,11,0.14744083787081763,-1.6873112230589895,0,25,130,1,1,0,9,3.01154395902995,0,22,33,146,2,0,0,204,117,11,0.709284920070786,0,0,44,0,14,2,8,0,2.0,10.0,2,0,0,3,0,0,0,0,1,1,0,0,0,6,57,5,2,22,5,152,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,3,0,0,1.0,0,0,0,0,0
2025,3,MIN,REG,CIN,16,24,202,2,0,3,-19,0,0,188,109,10,5.620568110327859,-1.7815440893173218,0,31,169,2,1,0,11,1.4008431592956185,0,16,24,202,2,0,0,188,109,10,10.3178878000003,0,0,40,5,17,7,29,5,4.0,22.0,9,2,87,5,1,0,0,0,1,1,3,3,1,13,105,2,5,68,3,84,2,2,0,0,62.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,35;62,,,97,0,0,6,6,0,0,1.0,0,0,0,0,0
2025,3,NE,REG,PIT,28,37,268,2,1,5,-18,1,1,207,109,13,1.4129189930099528,7.905837976270252,0,29,119,0,3,3,10,-12.592828947701491,0,28,36,268,2,0,0,207,109,13,12.41235043128836,0,0,27,4,20,6,12,1,0.0,0.0,3,1,37,1,0,0,0,0,0,0,0,0,0,7,54,2,1,11,4,94,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,3,NO,REG,SEA,28,41,218,1,1,2,-13,0,0,347,102,12,-0.3314016877513537,4.335025170954262,0,27,79,0,0,0,4,-8.009121739596594,0,28,41,218,1,0,0,347,102,12,0.4129957392040482,0,0,31,4,32,3,4,1,0.0,0.0,2,0,0,2,0,0,0,0,0,0,1,1,0,11,77,3,1,40,8,182,2,3,1,0,27.0,0.6666666666666666,0,2,0,0,0,0,0,0,0,0,1,0,27;23,52,,50,52,0,1,1,0,0,1.0,0,0,0,0,0
2025,3,NYG,REG,KC,18,32,160,0,2,2,-9,0,0,284,96,7,-14.818524984584656,-4.926895797252655,0,27,130,1,0,0,8,-0.422504970704646,0,18,30,160,0,0,0,284,96,7,-9.189381627598777,0,0,41,2,18,4,21,1,1.0,15.0,7,0,0,6,0,0,0,0,0,0,0,0,0,7,82,7,2,17,5,134,1,1,0,0,25.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,25,,,25,0,0,0,1,0,1,0.0,0,0,0,0,0
2025,3,NYJ,REG,TB,26,36,197,2,1,4,-29,1,1,161,106,13,-7.886901567328738,7.483880179268973,0,23,99,0,0,0,5,-3.53839694254566,0,26,35,197,2,0,0,161,106,13,-0.4157031605015673,0,1,39,3,37,7,21,1,1.0,8.0,2,0,0,2,0,0,0,50,0,0,0,0,0,7,81,6,0,0,6,157,2,2,0,0,42.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,38;42,,,80,0,0,3,3,0,0,1.0,0,0,0,0,0
2025,3,PHI,REG,LA,21,32,226,3,0,4,-24,1,1,274,63,9,-0.21159855952998619,5.956184168656667,0,27,86,1,0,0,8,1.259862583305221,0,21,30,226,3,0,0,274,63,9,11.580130723174197,0,1,40,2,32,2,3,0,1.0,0.0,7,1,0,4,0,0,0,61,0,0,0,0,0,5,50,3,0,0,5,55,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,3,0,0,1.0,0,0,0,0,0
2025,3,PIT,REG,NE,16,23,139,2,1,0,0,0,0,114,107,6,0.19340494932839647,4.534721103581515,0,26,64,1,0,0,7,-2.5897415331273805,0,16,22,139,2,1,0,114,107,6,0.7168290939298458,0,0,49,0,34,6,21,4,5.0,18.0,8,1,0,5,0,0,0,0,0,0,4,4,0,8,59,3,0,0,1,27,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,3,0,0,1.0,0,0,0,0,0
2025,3,SEA,REG,NO,16,21,233,2,0,0,0,0,0,163,79,11,16.074012299435225,19.11948189139366,0,33,87,2,1,1,7,-8.591331416158937,0,16,20,233,2,0,0,163,79,11,16.809075804444973,0,1,51,2,24,4,13,0,2.0,13.0,8,1,0,7,0,0,0,0,0,0,0,0,0,8,70,1,3,114,2,92,3,3,0,0,56.0,1.0,0,0,1,1,1,0,0,0,0,0,0,0,56;46;37,,,139,0,0,5,5,0,0,1.0,0,0,0,0,0
2025,3,SF,REG,ARI,27,41,284,1,1,1,-2,0,0,309,101,14,1.5022151318471164,3.2555606020124337,0,20,73,0,0,0,6,-4.746350501456151,0,27,38,284,1,0,0,309,101,14,4.468624763881017,0,0,33,1,43,4,8,1,1.0,5.0,4,0,0,5,0,0,0,0,0,0,0,0,0,5,69,5,3,26,3,80,3,3,0,0,51.0,1.0,0,0,2,0,1,0,0,0,0,0,0,0,38;51;35,,,124,0,0,1,1,0,0,1.0,1,1,0,0,35
2025,3,TB,REG,NYJ,19,29,233,1,0,1,-8,1,0,232,139,12,8.269022356935064,1.1716819015042534,0,34,122,0,0,0,5,-6.91463324007844,0,19,29,233,1,0,0,232,139,12,9.824077634124304,0,0,43,0,20,9,43,1,4.0,29.0,10,1,55,4,1,0,0,0,1,1,1,1,0,14,124,3,2,-1,5,124,5,6,0,1,55.0,0.8333333333333334,0,1,2,0,2,0,0,0,0,0,0,0,54;33;28;55;36,,43,206,0,43,2,2,0,0,1.0,1,1,0,0,36
2025,3,TEN,REG,IND,23,38,219,1,1,4,-23,0,0,185,114,11,-12.524410886228843,-1.3854862135999344,0,23,86,1,0,0,8,1.3147960329661146,0,23,34,219,1,0,0,185,114,11,-2.184083973760543,0,0,32,1,19,0,0,0,0.0,0.0,2,0,0,3,0,0,0,0,0,0,0,0,0,8,68,1,0,0,6,162,2,4,1,1,57.0,0.5,0,0,0,1,1,0,0,0,0,0,0,1,57;42,64,62,99,64,62,2,2,0,0,1.0,0,0,0,0,0
2025,3,WAS,REG,LV,15,21,207,1,0,1,-8,0,0,158,113,7,10.782450092576104,14.572758972644806,0,32,201,3,1,1,8,4.011520361507493,0,15,18,207,1,0,0,158,113,7,15.5487791822214,0,1,41,2,26,8,35,0,5.0,28.0,9,0,0,4,0,0,0,0,0,0,0,0,0,7,54,5,5,127,3,118,2,3,1,0,56.0,0.6666666666666666,0,0,0,1,1,0,0,0,1,0,0,0,46;56,37,,102,37,0,5,5,0,0,1.0,0,0,0,0,0
2025,4,ARI,REG,SEA,27,41,200,2,2,6,-36,0,0,238,125,13,-3.3043997842296657,-4.957857504487038,0,17,89,0,0,0,2,-1.8990376775618643,0,27,40,200,2,0,0,238,125,13,5.983421891421109,0,0,35,3,47,9,31,2,3.0,13.0,3,0,0,2,0,0,0,0,0,0,1,1,0,7,46,6,1,15,5,126,2,2,0,0,57.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,33;57,,,90,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,4,ATL,REG,WAS,20,26,313,2,1,1,-6,0,0,274,134,14,18.287676299231038,11.439650104596065,0,37,128,2,1,0,9,-3.5752406536119787,0,20,26,313,2,0,0,274,134,14,19.594266019768924,0,0,31,1,29,4,10,2,2.0,9.0,6,1,0,3,0,0,0,0,2,2,0,0,0,5,45,2,1,0,5,128,2,2,0,0,38.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,38;26,,,64,0,0,4,4,0,0,1.0,0,0,0,0,0
2025,4,BAL,REG,KC,23,33,199,1,1,3,-5,1,1,158,101,10,-11.06896400887453,6.868095596631368,0,17,166,1,0,0,7,7.755338996881619,0,23,30,199,1,0,0,158,101,10,3.574066242290362,0,0,41,0,32,2,7,0,1.0,6.0,3,0,0,2,0,0,0,0,0,0,0,0,0,6,56,3,0,0,7,164,2,2,0,0,43.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,43;32,,,75,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,4,BUF,REG,NO,16,22,209,2,1,3,-18,0,0,224,123,10,4.917184796040829,9.253221276131542,0,32,165,2,0,0,10,3.6261143612209707,0,16,22,209,2,0,0,224,123,10,8.641310456763904,0,0,47,1,21,5,22,1,3.0,17.0,4,1,4,2,0,0,0,0,0,0,0,0,0,11,55,6,1,6,4,95,1,1,0,0,35.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,35,,,35,0,0,4,4,0,0,1.0,0,0,0,0,0
2025,4,CAR,REG,NE,23,36,208,2,0,1,-11,0,0,199,130,11,0.9773629099533577,4.047475755214691,0,28,129,0,0,0,8,-2.5594697374035604,0,23,32,208,2,1,0,199,130,11,8.375273960775944,0,0,23,1,33,1,2,0,1.0,0.0,1,0,0,2,0,0,0,0,0,0,0,0,0,5,29,3,3,19,6,139,0,1,1,0,,0.0,0,0,0,0,0,0,0,0,0,0,1,0,,55,,0,55,0,1,2,1,0,0.5,0,0,0,0,0
2025,4,CHI,REG,LV,22,37,212,1,1,1,-10,0,0,246,99,10,-1.120958017301945,-11.36607618795501,0,26,69,1,2,0,7,-6.595607306687244,0,22,36,212,1,0,0,246,99,10,1.6286474764345082,0,0,35,3,29,5,17,1,0.0,0.0,1,3,50,4,0,0,0,0,2,3,1,1,0,8,60,4,1,19,5,122,4,4,0,0,52.0,1.0,0,0,0,2,2,0,0,0,0,0,0,0,46;43;52;51,,,192,0,0,1,1,0,0,1.0,0,0,0,0,0
2025,4,CIN,REG,DEN,14,25,125,0,0,3,-19,0,0,200,68,3,-10.354677599800777,-4.895710132338784,0,15,53,0,0,0,3,-0.4126466710004024,0,14,22,125,0,0,0,200,68,3,-3.4182781334426515,0,0,42,1,45,1,2,0,0.0,0.0,1,1,0,2,0,0,0,0,0,0,0,0,0,11,65,1,1,16,2,48,1,1,0,0,26.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,26,,,26,0,0,0,0,0,0,,0,0,0,0,0
